,word
302,clusivo
303,co
304,codes
305,coi
306,col
307,cold
308,coli
309,collapse
310,color
311,colors
312,com
313,come
314,con
315,cone
316,conte
317,cool
318,cor
319,corazón
320,core
321,corriente
322,cott
323,could
324,count
325,creator
326,cree
327,crime
328,cross
329,crossed
330,crossover
331,crown
332,cruel
333,cruz
334,ction
335,cto
336,cu
337,cum
338,cup
339,curs
340,curta
341,cus
342,cí
343,cómo
344,d
345,da
346,daba
347,dad
348,dade
349,daki
350,dalt
351,dam
352,dame
353,dan
354,dance
355,dancer
356,dancing
357,danger
358,danza
359,dar
360,dari
361,dark
362,das
363,day
364,days
365,de
366,dea
367,deal
368,december
369,decisiones
370,decisions
371,deck
372,deep
373,deja
374,del
375,dem
376,demo
377,der
378,des
379,después
380,dest
381,destroy
382,değil
383,di
384,dia
385,diari
386,did
387,didn
388,die
389,dien
390,different
391,dij
392,din
393,dio
394,dise
395,distribution
396,dit
397,div
398,do
399,dog
400,don
401,door
402,dor
403,dos
404,double
405,down
406,dra
407,dre
408,dream
409,dreams
410,dri
411,drivers
412,driving
413,dro
414,drugs
415,dua
416,dur
417,dut
418,dy
419,e
420,ead
421,eak
422,ean
423,eas
424,easy
425,eath
426,eber
427,eca
428,ed
429,edit
430,edited
431,ee
432,eet
433,efa
434,efecto
435,eig
436,eil
437,el
438,eleven
439,ell
440,ella
441,els
442,else
443,elv
444,em
445,eme
446,emlin
447,en
448,ena
449,encuentra
450,end
451,enemy
452,eng
453,engl
454,ens
455,entre
456,episode
457,er
458,eran
459,ere
460,eri
461,eron
462,ers
463,es
464,esa
465,espacio
466,est
467,et
468,eta
469,etc
470,eu
471,ever
472,every
473,everyone
474,everything
475,evo
476,ex
477,eyes
478,f
479,fa
480,face
481,fair
482,fall
483,falling
484,falls
485,fama
486,family
487,fantasy
488,far
489,fas
490,fast
491,father
492,favorite
493,fe
494,fear
495,feat
496,feel
497,feels
498,feito
499,fel
500,feliz
501,fell
502,felt
503,fer
504,ff
505,ffin
506,fi
507,fia
508,fifty
509,fim
510,fin
511,finde
512,finger
513,finity
514,fire
515,first
516,fl
517,flow
518,flower
519,flowers
520,foot
521,for
522,formula
523,found
524,fr
525,fra
526,free
527,fri
528,friends
529,from
530,fronte
531,frá
532,ft
533,fu
534,fuera
535,ful
536,future
537,g
538,ga
539,gal
540,gan
541,gang
542,gare
543,gas
544,ged
545,gers
546,get
547,gets
548,geu
549,gg
550,ggi
551,ghost
552,gi
553,gico
554,gil
555,gile
556,girl
557,girls
558,give
559,given
560,gl
561,gle
562,gli
563,go
564,god
565,gods
566,goes
567,gol
568,golden
569,gone
570,good
571,gospel
572,got
573,gr
574,gra
575,grande
576,graph
577,great
578,green
579,gret
580,grows
581,guita
582,gun
583,gura
584,gón
585,h
586,ha
587,hab
588,hae
589,hal
590,hall
591,hand
592,hani
593,happy
594,har
595,hard
596,has
597,hat
598,hati
599,have
600,hay
601,he
602,head
603,heard
604,heart
605,heat
606,hed
607,hell
608,help
609,hem
610,her
611,here
612,hero
613,heroes
614,hi
615,hib
616,high
617,hil
618,hill
619,hills
620,hir
621,his
622,hits
623,hm
624,hn
625,ho
626,hoje
627,hol
628,hold
629,holl
630,home
631,homi
632,hon
633,hope
634,hot
635,hour
636,hours
637,house
638,how
639,hr
640,hu
641,hur
642,hy
643,há
644,i
645,ia
646,ian
647,iba
648,ice
649,ici
650,id
651,ide
652,ido
653,ie
654,ief
655,iego
656,iel
657,iest
658,if
659,ife
660,igan
661,igo
662,igual
663,ii
664,il
665,im
666,ima
667,imo
668,in
669,ina
670,industry
671,ine
672,influence
673,ing
674,ingin
675,inglés
676,ins
677,insan
678,inspired
679,inter
680,into
681,ion
682,ions
683,iris
684,is
685,isa
686,ish
687,ism
688,issues
689,it
690,ita
691,iti
692,ito
693,its
694,itu
695,iu
696,iver
697,ivi
698,iya
699,j
700,ja
701,jalan
702,jam
703,jan
704,je
705,jee
706,ji
707,jim
708,jin
709,jit
710,jo
711,jord
712,ju
713,juli
714,jump
715,jung
716,just
717,k
718,ka
719,kali
720,kan
721,kar
722,kat
723,ke
724,ked
725,keep
726,ken
727,ker
728,kera
729,kes
730,key
731,ki
732,kick
733,kill
734,kim
735,kin
736,king
737,kis
738,kn
739,know
740,ko
741,koma
742,ku
743,kum
744,ky
745,l
746,la
747,lady
748,laguna
749,lake
750,lama
751,lana
752,landing
753,language
754,lanti
755,lar
756,las
757,last
758,lat
759,late
760,lave
761,lay
762,lda
763,le
764,league
765,leave
766,left
767,legend
768,ler
769,less
770,let
771,ley
772,lgi
773,li
774,license
775,lie
776,lien
777,life
778,lift
779,light
780,lights
781,like
782,link
783,lit
784,little
785,live
786,ll
787,llan
788,lle
789,lly
790,lo
791,lock
792,loco
793,lograr
794,long
795,look
796,looking
797,lor
798,los
799,lose
800,lost
801,lot
802,love
803,loved
804,lover
805,low
806,lton
807,lu
808,lude
809,lum
810,luna
811,lus
812,lva
813,ly
814,lá
815,m
816,ma
817,maan
818,machine
819,made
820,mae
821,magic
822,major
823,make
824,mal
825,mala
826,mam
827,mama
828,man
829,mando
830,mani
831,many
832,mar
833,mari
834,married
835,mas
836,massive
837,master
838,mati
839,mba
840,mble
841,mbo
842,me
843,medal
844,mede
845,meet
846,mejor
847,mel
848,memories
849,mer
850,mercado
851,mere
852,meri
853,met
854,meta
855,metro
856,mez
857,mi
858,mic
859,mid
860,middle
861,mientras
862,mil
863,miles
864,millions
865,min
866,mina
867,mind
868,mine
869,minute
870,mira
871,mirror
872,mis
873,mise
874,miss
875,miste
876,mit
877,mming
878,mo
879,moc
880,model
881,moja
882,mon
883,money
884,mono
885,mont
886,monte
887,moon
888,mor
889,morale
890,more
891,mos
892,most
893,moth
894,mother
895,motion
896,motto
897,moun
898,movie
899,mpi
900,mps
901,ms
902,mu
903,mujer
904,mujeres
905,muller
906,mun
907,murder
908,music
909,my
910,má
911,más
912,n
913,na
914,nai
915,name
916,namite
917,nana
918,nas
919,nau
920,nav
921,navi
922,nce
923,ncy
924,nd
925,nda
926,nde
927,nder
928,ndos
929,ndra
930,ne
931,nea
932,need
933,nei
934,nel
935,ness
936,never
937,new
938,next
939,ng
940,ngue
941,nha
942,ni
943,nia
944,nic
945,night
946,nights
947,niña
948,nke
949,nn
950,nna
951,no
952,noche
953,non
954,normal
955,nos
956,not
957,nothing
958,notice
959,notion
960,novi
961,novo
962,now
963,ns
964,nsen
965,num
966,ny
967,nç
968,né
969,nía
970,o
971,ob
972,ocean
973,ocent
974,od
975,odie
976,oe
977,of
978,off
979,official
980,offs
981,ogie
982,oid
983,ojos
984,ok
985,oka
986,oks
987,ol
988,ole
989,olina
990,oline
991,om
992,ome
993,on
994,one
995,only
996,ons
997,oo
998,oon
999,op
1000,ope
1001,open
1002,or
1003,orange
1004,orchestra
1005,ori
1006,oria
1007,original
1008,orn
1009,oru
1010,os
1011,osis
1012,ot
1013,oth
1014,otro
1015,otros
1016,our
1017,out
1018,outs
1019,outside
1020,over
1021,ow
1022,own
1023,oy
1024,oz
1025,oze
1026,p
1027,pa
1028,pack
1029,pan
1030,para
1031,pari
1032,part
1033,party
1034,pas
1035,paso
1036,pass
1037,past
1038,pat
1039,path
1040,pau
1041,pay
1042,pe
1043,pec
1044,pen
1045,pent
1046,people
1047,per
1048,pera
1049,perder
1050,perfect
1051,permission
1052,pero
1053,pers
1054,peso
1055,pet
1056,ph
1057,pha
1058,phi
1059,phone
1060,photo
1061,pi
1062,picture
1063,pie
1064,pin
1065,pink
1066,pl
1067,plan
1068,play
1069,playa
1070,players
1071,playing
1072,ple
1073,plicit
1074,plu
1075,po
1076,pola
1077,polar
1078,polo
1079,pone
1080,pop
1081,popular
1082,por
1083,port
1084,porto
1085,positions
1086,poti
1087,ppet
1088,ppi
1089,pr
1090,praise
1091,prata
1092,pre
1093,presa
1094,pressure
1095,preto
1096,pri
1097,primera
1098,princes
1099,private
1100,pro
1101,problem
1102,project
1103,proof
1104,proven
1105,ps
1106,pse
1107,pso
1108,pt
1109,pti
1110,pu
1111,pues
1112,punto
1113,purple
1114,pus
1115,push
1116,puta
1117,q
1118,qua
1119,quadro
1120,que
1121,queen
1122,quem
1123,ques
1124,question
1125,qui
1126,quiere
1127,qué
1128,r
1129,ra
1130,rable
1131,radio
1132,raid
1133,rain
1134,ram
1135,rang
1136,rap
1137,rapper
1138,rar
1139,rara
1140,ras
1141,rat
1142,ray
1143,raz
1144,rco
1145,rde
1146,rdo
1147,re
1148,rea
1149,ready
1150,real
1151,really
1152,red
1153,remix
1154,res
1155,rescue
1156,residente
1157,restaurant
1158,revenge
1159,rey
1160,ri
1161,ria
1162,rica
1163,rich
1164,ride
1165,rif
1166,right
1167,rint
1168,rio
1169,rip
1170,ris
1171,rist
1172,rmen
1173,ro
1174,rock
1175,rocks
1176,rod
1177,rois
1178,rojo
1179,role
1180,rolling
1181,romantic
1182,rones
1183,rosa
1184,rose
1185,rp
1186,rri
1187,rry
1188,rs
1189,ru
1190,rud
1191,rule
1192,rum
1193,run
1194,running
1195,rus
1196,ry
1197,ró
1198,s
1199,sa
1200,sabor
1201,sacrifice
1202,sad
1203,sal
1204,sam
1205,san
1206,santa
1207,satellite
1208,save
1209,saw
1210,say
1211,scientist
1212,se
1213,search
1214,seca
1215,secreto
1216,sed
1217,see
1218,seek
1219,seen
1220,seg
1221,sel
1222,self
1223,sem
1224,semana
1225,sens
1226,sent
1227,series
1228,ses
1229,sessions
1230,set
1231,seu
1232,seven
1233,sex
1234,sey
1235,señal
1236,señor
1237,sh
1238,sha
1239,shallow
1240,shape
1241,she
1242,shi
1243,shirt
1244,short
1245,should
1246,show
1247,shut
1248,si
1249,sia
1250,side
1251,siempre
1252,sien
1253,sigue
1254,silent
1255,sin
1256,singer
1257,single
1258,size
1259,sky
1260,sl
1261,slave
1262,slo
1263,slow
1264,slowly
1265,slut
1266,sm
1267,smo
1268,sna
1269,snow
1270,so
1271,sob
1272,soft
1273,sola
1274,solo
1275,som
1276,some
1277,someone
1278,something
1279,song
1280,sor
1281,sos
1282,soul
1283,soundtrack
1284,soy
1285,sp
1286,space
1287,special
1288,spider
1289,spin
1290,spirit
1291,spot
1292,sprint
1293,ssed
1294,st
1295,sta
1296,stan
1297,stand
1298,star
1299,starb
1300,stars
1301,start
1302,static
1303,stay
1304,step
1305,ster
1306,stial
1307,stick
1308,stico
1309,still
1310,sto
1311,stos
1312,street
1313,streets
1314,strip
1315,style
1316,su
1317,sugar
1318,sum
1319,summer
1320,sun
1321,super
1322,sure
1323,surface
1324,sus
1325,sweet
1326,switch
1327,sy
1328,sz
1329,sú
1330,t
1331,ta
1332,tak
1333,take
1334,tale
1335,talk
1336,talking
1337,tar
1338,tatt
1339,tay
1340,te
1341,tea
1342,tech
1343,ted
1344,teen
1345,tell
1346,tem
1347,ter
1348,tes
1349,th
1350,than
1351,that
1352,the
1353,ther
1354,there
1355,they
1356,thing
1357,things
1358,think
1359,thinking
1360,this
1361,those
1362,thought
1363,thousand
1364,thu
1365,ti
1366,tie
1367,ties
1368,till
1369,timber
1370,time
1371,ting
1372,tire
1373,tit
1374,tle
1375,to
1376,todo
1377,toe
1378,together
1379,toi
1380,tol
1381,tom
1382,ton
1383,too
1384,top
1385,tra
1386,track
1387,trade
1388,trait
1389,tree
1390,trees
1391,tried
1392,tron
1393,true
1394,trust
1395,ts
1396,ttes
1397,tu
1398,turning
1399,tv
1400,twin
1401,two
1402,ty
1403,typ
1404,tys
1405,tá
1406,tão
1407,tí
1408,tó
1409,tú
1410,u
1411,ua
1412,ud
1413,udo
1414,ulco
1415,uld
1416,ult
1417,ultra
1418,um
1419,un
1420,una
1421,under
1422,unico
1423,united
1424,universe
1425,uns
1426,until
1427,up
1428,us
1429,usa
1430,used
1431,uw
1432,uz
1433,v
1434,va
1435,vad
1436,vada
1437,vaga
1438,vage
1439,vai
1440,ve
1441,veces
1442,vedo
1443,veg
1444,vem
1445,ven
1446,vene
1447,ver
1448,verano
1449,vers
1450,verse
1451,versio
1452,version
1453,vert
1454,ves
1455,vez
1456,vi
1457,vida
1458,vil
1459,vile
1460,villa
1461,vio
1462,vis
1463,vista
1464,vita
1465,viva
1466,vivo
1467,vo
1468,void
1469,vol
1470,volve
1471,vu
1472,vue
1473,ví
1474,w
1475,wa
1476,wait
1477,wake
1478,walki
1479,wall
1480,want
1481,wants
1482,war
1483,was
1484,watch
1485,water
1486,waves
1487,way
1488,we
1489,weather
1490,week
1491,wel
1492,well
1493,what
1494,when
1495,where
1496,white
1497,whole
1498,why
1499,wi
1500,wild
1501,will
1502,wim
1503,window
1504,wish
1505,wit
1506,with
1507,without
1508,wn
1509,wo
1510,woman
1511,won
1512,world
1513,worldwide
1514,worst
1515,worth
1516,would
1517,wrote
1518,x
1519,xic
1520,xo
1521,y
1522,ya
1523,ych
1524,ye
1525,year
1526,yellow
1527,yet
1528,ying
1529,yl
1530,yo
1531,yon
1532,you
1533,young
1534,your
1535,youth
1536,yu
1537,z
1538,za
1539,ze
1540,zero
1541,zin
1542,zki
1543,zona
1544,zoo
1545,zza
1546,|
1547,á
1548,áng
1549,área
1550,ão
1551,ça
1552,çar
1553,é
1554,ént
1555,ë
1556,í
1557,ía
1558,ín
1559,ñ
1560,ña
1561,ón
1562,ões
1563,última
1564,úra
1565,şma
1566,ア
1567,イドル
